id	skewness	kurtosis	label
3L74	-0.073551886078591	-0.45829093450844	1
3L75	-0.07421052918459	-0.458346584611422	1
3TGU	-0.065779020202657	-0.434202511415202	1
4D6T	0.008723955671303	-0.58046078127752	1
4D6U	0.005191497706498	-0.561799801823064	1
4PD4	0.024600423590252	-0.579794837387541	1
4U3F	-0.076154833473265	-0.474978482248299	1
5GPN	100	100	1
5GUP	100	100	1
5J4Z	100	100	1
5J7Y	100	100	1
5J8K	100	100	1
5KKZ	-0.382201860917525	-0.179078533567989	1
5KLI	-0.375045227714711	-0.195498546754643	1
5KLV	0.021078547972579	-0.540760811297832	1
5LUF	-0.020220265617364	-0.634319500550006	1
5NMI	-0.020898635739066	-0.588427862882407	1
5OKD	-0.045824143556335	-0.623173650583606	1
5XTE	0.062229740031233	-0.483586409610159	1
5XTH	100	100	1
5XTI	100	100	1
6FO0	-0.072956423725312	-0.615134487402504	1
6FO2	-0.077094597027948	-0.632357629626198	1
6FO6	-0.0667954009216	-0.579373996338864	1
1AQA	0.07297948996226	-0.870943777306651	2
1AW3	-0.094915514190992	-0.77551915886293	2
1AWP	-0.127358033011357	-0.563542772811706	2
1AXX	-0.106112702455568	-0.684673769527949	2
1B5M	0.164917350901912	-0.971452210447011	2
1BFX	0.174217763977746	-0.72817463618905	2
1BLV	-0.212909609079361	-0.433789174204437	2
1CXY	-0.006096854185065	-0.792510700449598	2
1CYO	-0.090140144030253	-0.935175130090295	2
1DO9	-0.266535546188243	-0.273295439065106	2
1EHB	0.019082193573316	-0.714536252214201	2
1ES1	0.019068426142136	-0.711987245542916	2
1EUE	-0.130183175206184	-0.562194775377863	2
1F03	0.004361336429914	-0.685474630805993	2
1F04	0.008317270662103	-0.68365614575347	2
1HKO	0.084996852807568	0.27049624996589	2
1I5U	-0.254837542772293	-0.755414212390857	2
1IB7	0.001480815932155	-0.902242603118605	2
1ICC	-0.006098503867785	-0.497107127407626	2
1J0Q	0.088825954319466	-0.503929183630623	2
1JEX	-0.085956435309102	-0.970393060230643	2
1LJ0	-0.023884300452968	-0.509049432345547	2
1LQX	0.022250697016716	-0.70517279878851	2
1LR6	0.023392920692762	-0.710223396444432	2
1M20	0.019986593474945	-0.705423955070407	2
1M2I	0.019282709186276	-0.705646383512485	2
1M2M	0.196927568564812	-0.659638001591752	2
1M59	0.020195111632347	-0.704295107111805	2
1MJ4	0.095701220134894	-0.986281718181936	2
1MNY	-0.403887202342351	-0.701278812331595	2
1NX7	-0.088632739418083	-0.46815680741345	2
1QX4	-0.014847415188948	-0.901538517160885	2
1SH4	-0.084722201360597	-0.640992550073015	2
1U9M	0.006110097695556	-0.569142397617472	2
1U9U	0.02264089571933	-0.70644018386123	2
1UMK	-0.070991938312848	-0.901200578438329	2
1X3X	-0.033750485007962	-0.973740989816873	2
2AXX	-0.137419769082159	-0.675989172580274	2
2EIX	-0.065671799083551	-0.643747240652513	2
2I89	-0.038802731161316	-0.536252210496401	2
2I96	-0.293521493673325	-0.279263934221412	2
2IBJ	-0.097568656628331	-0.95207401604882	2
2KEO	-0.181016060896218	-0.177642786205197	2
2M33	-0.155092261000233	-0.537526839075787	2
3LF5	-0.00125132376949	-0.361904614925756	2
3MUS	-0.137968329091867	-0.544201969155579	2
3NER	0.24365181910495	-0.23858345663204	2
3OZZ	-0.158077210187912	-0.748489268737545	2
3W2H	-0.107055239379406	-0.765622867366631	2
3W5H	0.046837370842695	-0.77928383456869	2
3X32	0.069574954609076	-0.792557495495608	2
3X33	-0.155655533075333	-0.751020288642204	2
3X34	0.045489149789016	-0.79332096756461	2
3X35	-0.148249462246895	-0.774377276117891	2
4B8N	-0.041706677914287	-0.691531445549547	2
4HIL	0.121444021506856	-0.674029916504144	2
4HIN	-0.022968967755636	-0.643061659676955	2
4X8Y	-0.221135343114535	-0.569734695778623	2
5GV7	0.047553413858016	-0.775968662653183	2
5GV8	0.04686276987195	-0.779299090169389	2
5XE4	-0.109522771800403	-0.783428713400692	2
5XEE	-0.104114628008877	-0.561535013476406	2
5YLY	0.009123781385521	-0.715992407422181	2
1Q90	0.040527992088486	-0.625757658996678	2
1VF5	0.1653090639799	-0.531650681670821	2
2D2C	0.152317255715995	-0.419700273594587	2
2ZT9	0.134635195233083	-0.56029710903479	2
4H0L	0.135745501456161	-0.575934157917107	2
4H13	0.141307464102283	-0.573280090870761	2
4H44	0.13537157435591	-0.557954455435322	2
4I7Z	0.085555436361271	-0.673545861294496	2
4OGQ	0.116956640190134	-0.529096861794431	2
4PV1	0.133684509031203	-0.56014017653153	2
1AKK	-0.042806653305888	-0.986809672824662	4
1CCR	-0.057309402773778	-0.809715281640032	4
1CRC	-0.054820801752309	-1.02710276045082	4
1CYC	-0.086288414895535	-0.92838411908492	4
1FI7	0.044470438733697	-0.909987129515125	4
1FI9	0.047723789299267	-0.910518198130385	4
1GIW	-0.029518452783426	-0.922319340286169	4
1H31	-0.010295738580074	-0.818371030781463	4
1H32	0.061028156507139	-0.910537947264271	4
1H33	0.015518117307996	-0.912682503202124	4
1HRC	-0.026125450929006	-1.07109110814127	4
1I54	-0.010211310038964	-1.03230633413021	4
1I55	-0.009939387440681	-1.03375515828134	4
1I5T	-0.0268701116244	-0.964801718430019	4
1J3S	0.06098521934376	-1.00551637725687	4
1KTD	-0.008682085666806	-0.812162612675524	4
1LC1	-0.108931903028861	-0.917376616045228	4
1LC2	-0.117543857759706	-0.912724751016221	4
1LFM	-0.008626891920964	-1.03234436935381	4
1M60	0.009918199852109	-0.927979896273727	4
1OCD	0.123486466705799	-0.955159248095131	4
1RWJ	0.06925546657294	-1.20784772856505	4
1U75	-0.007710608550244	-0.780695592346748	4
1WEJ	-0.011310139257047	-0.899365662123079	4
2B4Z	0.018964940061172	-0.872181243774529	4
2CZS	-0.040596002091964	-0.871342394433233	4
2D0S	-0.10214559485515	-1.00210291745475	4
2FRC	0.042356679836909	-0.966553956811146	4
2GIW	-0.033025040042897	-0.912717625409532	4
2N3B	0.000157669225397	-0.91602766784589	4
2N3Y	0.001324353107824	-1.01662526341894	4
2N9I	0.007199789844405	-1.02174953574185	4
2N9J	-0.007300422845098	-0.867820120037071	4
2OZ1	0.053848404398499	-0.814909395094884	4
2PCB	-0.015451224106881	-0.791439777111993	4
2YBB	-0.058850149396322	-0.573532742230529	4
2YK3	0.019979560023381	-0.878543716289108	4
3A9F	0.050648954231292	-0.69057136363447	4
3CP5	-0.090540301365157	-0.78334722737764	4
3CYT	-0.009898530940215	-1.03805530329994	4
3H33	-0.13933564722538	-0.967625680886617	4
3H34	-0.003949280828238	-1.00685134899176	4
3H4N	0.030867241943876	-1.11153955757962	4
3J2T	0.03166104520538	-0.889152133651347	4
3JBT	0.010390048525074	-0.896603315478748	4
3NBS	0.007915654530128	-0.547037168570848	4
3NBT	-0.007465700295749	-0.731601278894516	4
3NWV	0.000949610024691	-0.899658609674656	4
3O1Y	0.021311580306954	-0.977887881386022	4
3O20	0.038101007644501	-0.993591648437095	4
3OUE	-0.015472870940964	-0.803750777721555	4
3OUQ	-0.096468634903431	-0.887864801892559	4
3OV0	0.127293780446053	-0.930453900235358	4
3QIB	-0.081636630495389	-0.83355851966657	4
3QIU	0.129519992073377	-0.740756949207114	4
3QIW	-0.001757902652025	-0.72891049296138	4
3VRC	0.062810855568387	-0.963713489961679	4
3WC8	0.332092235485713	-0.532804834821276	4
3WUI	0.313621446490288	-0.532549935312553	4
3ZCF	0.019054240547121	-1.12954506006439	4
3ZOO	0.017602678077916	-1.12912226935528	4
4NFG	0.026898876453439	-0.790746090780611	4
4RSZ	0.004505934536509	-0.938884284197141	4
5CYT	0.012363732481996	-0.892199401259969	4
5DFS	-0.021862319515397	-0.956124147878413	4
5EXQ	0.01972658119242	-1.1774045125377	4
5IY5	0.02586016765348	-0.678785648215484	4
5JUY	-0.042117790206922	-0.782908614768644	4
5O10	0.023676977260038	-1.17587410660599	4
5TY3	0.037527702826386	-1.17155932036103	4
5WVE	0.01410402280589	-0.854582016276426	4
6CUK	-0.049184881150723	-0.94916749677563	4
6CUN	0.000475642581781	-0.961854911729973	4
6FF5	-0.093116087218126	-0.995911454551125	4
1A2S	-0.013577625155449	-0.831329900984879	5
1C6O	0.002442381034295	-0.885246619485032	5
1C6R	-0.117844937369227	-0.895100927412617	5
1C6S	0.030418973130873	-0.730378359045652	5
1CED	-0.080694902315736	-0.722353292191975	5
1CTJ	0.016497486581405	-0.960911062646089	5
1CYI	0.076384386979044	-0.715225330045083	5
1CYJ	0.064185698206226	-0.943937812729266	5
1F1F	-0.013035188351447	-1.15100967103344	5
1GDV	-0.020898113337656	-0.883183477348504	5
1KIB	-0.006020467341538	-0.942281123644623	5
1LS9	0.125408290264507	-0.831859746150574	5
2V08	-0.009129631953935	-1.04095846157391	5
2ZB0	-0.240713988741239	-0.847627357240532	5
3DMI	0.042005879804492	-0.778817292218209	5
3DR0	-0.016354904406601	-0.948060969989043	5
3PH2	-0.066206375757853	-0.759890125760946	5
4EIC	-0.1134284461538	-0.945789629942879	5
4EID	-0.114279846350352	-0.945669328266031	5
4GYD	0.028805428491776	-1.01890971691797	5
4H0J	0.029854231242401	-1.0111305056837	5
4H0K	-0.010062919619183	-1.05009533280595	5
1AWD	0.132283280293147	-0.630691815009025	6
1BLU	0.10420119902119	-0.87602303562333	6
1CLF	0.169502103778844	-0.732665688758275	6
1DUR	-0.05244241511294	-0.817016464458243	6
1E0Z	0.174065000501772	-0.458424812907743	6
1H98	-0.068654720981916	-0.723515494623713	6
1IQZ	0.116532579064369	-0.89870750700361	6
1IR0	0.092935483902693	-0.846998645973863	6
1L5P	0.007593219065004	-0.719870620098248	6
1PFD	0.15185370095127	-0.648962712653692	6
1RFK	0.122845372495552	-0.736222797943944	6
1RGV	0.063859267160297	-0.886857575604085	6
1ROF	-0.174810165911913	-0.829505232419055	6
1SIZ	0.04473731170098	-0.679519145464244	6
1SJ1	0.025885859504342	-0.682351657385133	6
1VJW	-0.004747146119674	-0.94711236299741	6
1WTF	0.019627595630785	-0.749079599860449	6
2V2K	-0.061266739542286	-0.79963272657147	6
2Z8Q	-0.019987337291241	-0.797555253572382	6
3AB5	0.031042960782846	-0.83757776728002	6
3EUN	0.06845843916138	-0.831557331702444	6
3EXY	0.07261406754454	-0.842621126563554	6
3HUI	0.14071091512839	-0.75985225291686	6
3LXF	0.020628655360391	-0.851641929212328	6
3P63	-0.020565254613757	-0.67107409087426	6
3PNI	0.118846817562977	-0.69468751628968	6
3WCQ	-0.05073495892187	-0.680540181406895	6
4DHV	0.127841602390011	-0.799514872200683	6
4FXC	0.065558892985185	-0.65964159418503	6
4ITK	0.201377656310797	-0.533432654948378	6
4LTU	-0.097220260029038	-0.87680062668882	6
4ZHP	-0.008589568237464	-0.585126402151174	6
5BOK	0.148149569829305	-0.656712239548248	6
1JWN	-0.045667688556326	-0.879823790759814	7
1JZK	-0.045228600307989	-0.879923826700215	7
1JZL	-0.031810843075315	-0.83551690383286	7
1JZM	-0.016884226662417	-0.838877903002525	7
1NWI	-0.042881484124033	-0.87997449408098	7
1NWN	-0.027525612463554	-0.835047554673948	7
1NXF	-0.018693570668499	-0.839947864192243	7
2AUO	-0.031051311641932	-0.838685146570912	7
2AUP	-0.021718187568088	-0.839049429077085	7
2AUQ	-0.033912234629194	-0.838300455457169	7
2AUR	-0.019879177833597	-0.839133150615839	7
2AV0	-0.032435877869527	-0.839121864668156	7
2AV3	-0.01940632549425	-0.838357747078492	7
2GRF	-0.017645213442544	-0.837589834161991	7
2GRH	-0.034664832055569	-0.835453887716414	7
2GRZ	-0.033518102330466	-0.835426536194345	7
2R4W	-0.035645909607411	-0.836871803116599	7
2R4X	-0.01997387347122	-0.838655528211628	7
2R4Y	-0.018967526654402	-0.839953347074573	7
2R4Z	-0.033102904756864	-0.84526200371598	7
2Z85	-0.018397637798141	-0.839288451022972	7
2Z8A	-0.031245365738869	-0.849301184335468	7
3G46	-0.027776764705777	-0.834249738960541	7
3G4Q	-0.031886699299018	-0.841655132905516	7
3G4R	-0.032193892945846	-0.84097966523117	7
3G4U	-0.033918586559594	-0.841917173669648	7
3G4V	-0.032943434392413	-0.842413572813556	7
3G4W	-0.031189809242884	-0.841300834698774	7
3G4Y	-0.032834010819594	-0.841125872098246	7
3G52	-0.033546431921423	-0.844365169351592	7
3G53	-0.033097914109627	-0.839427753901344	7
3UGY	-0.031939846153061	-0.839649664782409	7
3UGZ	-0.032068775966764	-0.833491241387753	7
3UH3	-0.032447090372443	-0.836238112891667	7
3UH5	-0.032706947376331	-0.838572744309298	7
3UH6	-0.034482223292192	-0.838427884443787	7
3UH7	-0.033264622713129	-0.837105782655386	7
3UHB	-0.03282607657214	-0.838821757129033	7
3UHC	-0.031985952829321	-0.836601084270574	7
3UHD	-0.032928778479497	-0.838407828330924	7
3UHE	-0.032852118834853	-0.836085238560667	7
3UHG	-0.031917431702217	-0.836054657262904	7
3UHH	-0.0330890994519	-0.836390101229148	7
3UHI	-0.037454571186875	-0.883754075533376	7
3UHK	-0.043944921625856	-0.880846387734175	7
3UHN	-0.01669450616464	-0.840615227601682	7
3UHQ	-0.016695082653314	-0.837311033285919	7
3UHR	-0.018423006559412	-0.839899452348022	7
3UHS	-0.016689940200498	-0.84084658729259	7
3UHT	-0.016572483194371	-0.837490865820154	7
3UHU	-0.018041336288055	-0.840246250036425	7
3UHV	-0.017816699730853	-0.83978304894841	7
3UHW	-0.015891139550756	-0.839145397527495	7
3UHX	-0.017807219798366	-0.839370878590197	7
3UHY	-0.017264235609522	-0.833667167949716	7
3UHZ	-0.017927576632549	-0.83894701026619	7
3UI0	-0.017115878096471	-0.841615155156689	7
1IZL	-0.015147790872669	-0.73916098362683	8
1S5L	0.016822151449129	-0.720286552002371	8
1W5C	0.008112422043147	-0.651507186661351	8
2AXT	0.014671903636082	-0.637049401806112	8
3A0B	0.023035524750594	-0.691557884293325	8
3A0H	0.019369462034471	-0.711730268025751	8
3JCU	0.009162755335371	-0.725640575416984	8
3KZI	0.060645646726092	-0.721858055119955	8
3WU2	-0.11199838753275	-0.664912828188406	8
4FBY	0.023984099883334	-0.699268195674845	8
4IL6	0.046049914895915	-0.657376676165385	8
4IXQ	0.023459397687111	-0.695907617965135	8
4IXR	0.053464103691901	-0.695550466229945	8
4PBU	-0.115052503827763	-0.693601640172602	8
4PJ0	0.055465147017579	-0.679336891314729	8
4RVY	0.05095487795437	-0.68391736456364	8
4TNH	0.053044864857414	-0.696394435130534	8
4TNI	0.053181824553758	-0.697358505478343	8
4TNJ	0.05317365755133	-0.697967891974617	8
4TNK	0.052334798263231	-0.694985976697402	8
4UB6	0.033453287600548	-0.659001949682858	8
4UB8	0.037969746158578	-0.65373320783088	8
4V62	100	100	8
4V82	100	100	8
4YUU	100	100	8
5B5E	0.041195422330291	-0.662424945605844	8
5B66	0.030591826927297	-0.676924835395344	8
5E7C	0.028008790045421	-0.684809740694529	8
5GTH	0.041078063408629	-0.672712963888931	8
5GTI	0.041165296006231	-0.671569526561162	8
5H2F	0.047051060971542	-0.677644397485685	8
5KAF	-0.052498101670062	-0.676562159455961	8
5KAI	-0.055903798935469	-0.670876512641295	8
5MDX	0.00241767210265	-0.834457233112072	8
5MX2	0.058512843976496	-0.678709771347133	8
5TIS	0.011273565690499	-0.6718768944065	8
5V2C	-0.125173404873573	-0.640876678915258	8
5WS5	0.031054550525135	-0.668286100828334	8
5WS6	0.03148236625398	-0.672335861626778	8
5XNL	0.000744797306002	-0.713734015973526	8
5XNM	-0.000464091511489	-0.748062604742302	8
5ZZN	0.039343121654575	-0.660235461940444	8
1B3I	-0.014793064445257	-0.706564987073184	9
1BAW	-0.009567089482314	-0.760047924375581	9
1BXU	-0.060945143302282	-0.967716651665291	9
1BXV	-0.063628499706586	-0.967748518031659	9
1FA4	0.054607897645716	-1.03738880883385	9
1IUZ	-0.064336645106475	-0.98786016344	9
1J5C	-0.081271073132354	-0.990767086970561	9
1J5D	-0.090186765572677	-0.999177254886601	9
1JXD	0.049601587156455	-0.867130648703208	9
1JXF	0.048041233597767	-0.83334676554207	9
1KDI	-0.039190971602996	-0.899162120698882	9
1KDJ	-0.032494386968513	-0.905409998484667	9
1M9W	-0.091538401984144	-0.916190723633334	9
1NIN	0.025369707223338	-0.957205188241798	9
1PCS	0.144217252731323	-0.862346370320135	9
1TU2	0.023387812939958	-0.716555889917096	9
2B3I	-0.030835299768992	-1.14257865043653	9
2BZ7	-0.019131366163492	-0.699123383549458	9
2BZC	-0.024022250125806	-0.692677864663324	9
2CJ3	0.078689186523358	-0.882739349637346	9
2GIM	0.024382457137108	-0.91873376859102	9
2JXM	0.050452590590764	-0.802794155588507	9
2Q5B	-0.032011895181818	-0.761142171543528	9
2W88	0.002688858658075	-0.888006985147643	9
2W8C	-0.095068378839642	-0.87832805618751	9
3BQV	0.087864336868127	-0.882214992491165	9
3CVB	-0.025660735244552	-0.890090244417424	9
3CVC	-0.008890815700094	-1.09279163067541	9
3CVD	0.041899180608905	-0.791512983082778	9
4R0O	0.000407452850292	-0.879017184578782	9
7PCY	-0.072316370904446	-0.79566726348005	9
9PCY	0.091902328810344	-1.2042775168783	9
1BTM	-0.009140793854992	-0.840852719509578	10
1HTI	0.006446700232724	-0.855590106414939	10
1I45	0.055393542163074	-0.617001091381384	10
1IF2	-0.015048768371344	-0.687690735919176	10
1LYX	0.051243995005886	-0.70824235466793	10
1LZO	-0.004046564611296	-0.671672120928645	10
1M6J	0.027878084530433	-0.818209725811334	10
1M7O	-0.024866594001651	-0.673579336112569	10
1M7P	-0.024861150731643	-0.673616541760586	10
1N55	0.055526939531167	-0.686230148750988	10
1NEY	-0.01245677502205	-0.616055579432412	10
1NF0	-0.004952752341827	-0.714068644896627	10
1R2S	0.009770455614974	-0.799099098607363	10
1R2T	-0.001399695873261	-0.829209283663366	10
1SPQ	-0.026762590433161	-0.593751254520419	10
1SQ7	0.007802913275858	-0.795153710868334	10
1SSD	-0.003279184301694	-0.743236126273975	10
1SSG	0.000669351468484	-0.746947442943978	10
1SW0	-0.021773568044106	-0.671312061222701	10
1SW3	-0.023099220047395	-0.671225455617594	10
1SW7	0.001438731948535	-0.755797148412612	10
1TPB	-0.00885488713781	-0.675142923461192	10
1TPC	-0.009314980978767	-0.674165772685516	10
1TPH	-0.008577575907111	-0.677128323215611	10
1TPU	-0.010102145373821	-0.674857317274049	10
1TPV	-0.0088065341115	-0.674650247594267	10
1TRE	0.030890004709363	-0.583197703415885	10
1VGA	-0.015304664770762	-0.712571442410105	10
1W0M	-0.001713740784908	-0.82874997663165	10
1WOA	-0.03932413769265	-0.670571966586241	10
1WOB	-0.009044419353207	-0.672482516259584	10
1WYI	0.021509026798109	-0.647471491949814	10
1YDV	0.014654953032732	-0.655052890785751	10
1YPI	0.058848119961719	-0.612341608888946	10
1YYA	0.009351748973131	-0.708299202027756	10
2DP3	-0.032363278170427	-0.606035165432625	10
2H6R	0.014845460549016	-0.81335834446307	10
2I9E	0.00164328673903	-0.823682751492057	10
2JGQ	-0.007701310329139	-0.667159137136651	10
2YPI	-0.019213516265154	-0.627111399651815	10
3M9Y	-0.005679825941722	-0.574414499383612	10
3PVF	0.050496342591941	-0.705403940013993	10
3PWA	0.008333635206024	-0.666696527644306	10
3PY2	0.008224261924624	-0.665991284410447	10
3QSR	0.03644231085976	-0.59089654748588	10
3QST	0.035429398218791	-0.593102464162238	10
3TA6	0.021288915226857	-0.60444143575497	10
3TAO	0.017325904530784	-0.604327066289212	10
3TH6	-0.020731018545727	-0.706515829026523	10
3UWU	0.012483306229115	-0.599128917558437	10
3UWV	-0.001985964675744	-0.57903125624548	10
3UWW	0.006740840772788	-0.579916728572428	10
3UWY	-0.008008333543936	-0.583609823567194	10
3UWZ	-0.00420123587052	-0.569569351004435	10
3YPI	-0.0126225236066	-0.632921200153198	10
4GNJ	0.033456211909652	-0.728776788777094	10
4IOT	-0.031851230810086	-0.580436987439064	10
4O4V	0.036913755039374	-0.588773217444065	10
4O4W	0.147159852708379	-0.588517297346521	10
4O50	-0.023973410949111	-0.600798315379464	10
4O52	0.140053634221355	-0.594149855502358	10
4O53	0.037281332537532	-0.592453159821769	10
4O54	-0.025856114923954	-0.59542198166623	10
4O57	-0.129854799558719	-0.671033720948063	10
4OWG	-0.010036712512374	-0.870800714071677	10
4POD	0.027321616886184	-0.856184634500539	10
4RCX	0.047291296223799	-0.680726514524848	10
4UNK	-0.022910008206964	-0.623726099114702	10
4WJE	-0.159126524503032	-0.5866962857088	10
5BNK	-4.63055524354177E-05	-0.845629857429878	10
5BRB	-0.009153252467513	-0.775993146136043	10
5CSR	0.004551956129338	-0.645517656426718	10
5VWN	0.010485442976157	-0.69002182056666	10
7TIM	-0.017768634483218	-0.627575856311913	10
