1GXTA	2	3	5	6	5	7	2	4	1	9	0	3	6	8	8	3	3	10	2	0	1	0	22	3	32	23	8	0	1	8	0	3	0	0	0	1	10	1	0	2	3	0	9	0	10	0	0	2	0	0	3	4	0	0	1	7	3	8	0	2	0	9	0	36	23	29	4
1GY8A	30	9	27	20	11	31	15	23	19	26	8	13	20	5	24	22	15	30	3	0	16	0	65	9	176	87	30	0	2	33	0	9	0	0	0	4	38	25	3	3	14	0	38	0	41	2	0	6	0	0	18	5	0	0	4	15	7	80	2	5	0	12	0	57	152	158	3
1GYWB	7	0	5	4	8	4	1	9	7	10	3	10	10	11	3	12	12	9	1	0	2	0	30	0	56	31	11	0	0	12	0	4	0	0	0	0	17	5	0	0	3	0	12	0	15	0	0	7	0	0	6	2	0	0	3	7	1	23	0	0	0	10	0	66	3	59	2
1GZ6A	29	4	16	19	9	34	5	19	17	24	0	16	8	6	22	18	12	27	6	0	6	0	57	4	145	70	21	0	3	22	0	13	0	0	0	2	31	22	0	2	10	0	26	0	35	0	0	7	0	0	9	3	0	0	9	12	4	76	0	1	0	9	0	41	146	109	3
1GZGB	43	0	24	22	10	21	5	16	8	29	10	10	17	11	26	16	12	28	2	0	13	0	67	0	148	83	25	0	0	32	0	14	0	0	0	0	40	22	2	0	14	0	32	0	38	0	0	3	0	0	16	3	0	0	4	18	6	61	0	0	0	17	0	51	148	124	3
1GZPA	19	6	13	15	15	32	5	15	10	26	4	6	14	19	11	22	11	16	10	0	8	0	53	6	124	61	33	0	1	24	0	8	0	0	0	1	24	14	3	4	13	0	23	0	20	1	0	6	0	0	15	8	0	0	6	14	10	60	0	4	0	16	1	123	74	79	2
1H09A	19	3	27	18	18	28	3	15	22	19	11	27	13	12	7	21	18	17	15	0	25	0	84	3	131	62	58	0	0	37	0	24	0	0	0	0	30	14	18	2	16	0	35	0	16	3	0	9	0	0	25	4	0	0	11	14	14	50	0	0	0	14	1	125	70	143	3
1H0BA	24	4	12	13	6	25	3	10	2	14	2	13	7	3	15	12	20	18	14	0	10	0	41	4	108	44	30	0	0	16	0	5	0	0	0	1	22	4	4	2	12	0	14	0	20	1	0	9	0	0	13	6	0	0	7	11	5	56	1	3	0	14	0	120	17	89	2
1H0HB	23	14	19	12	10	9	8	10	11	10	7	8	14	6	10	9	15	11	2	0	6	0	45	14	99	38	18	0	3	20	0	11	0	0	0	2	19	5	2	11	10	0	15	0	15	4	0	3	0	0	5	4	0	0	7	8	3	47	1	7	0	11	0	49	61	104	4
1H0MA	27	1	18	12	11	11	11	19	16	16	0	3	5	5	18	11	17	11	5	0	7	0	38	1	116	46	23	0	0	19	0	3	0	0	0	0	31	4	2	0	9	0	23	0	27	1	0	6	0	0	17	1	0	0	3	9	6	53	1	0	0	8	0	18	117	89	1
1H1NA	25	2	22	12	12	26	3	24	9	16	10	21	15	13	6	24	24	15	12	0	14	0	68	2	132	65	38	0	1	33	0	13	0	0	0	1	24	15	5	1	17	0	30	0	28	1	0	6	0	0	10	9	0	0	14	15	10	60	0	0	0	11	0	52	123	130	3
1H1OA	20	4	8	5	4	15	6	10	10	10	8	8	8	14	6	10	8	8	1	0	9	0	35	4	83	36	14	0	0	19	0	7	0	0	0	1	19	4	2	1	6	0	17	0	17	2	0	2	0	0	7	4	0	0	1	7	4	39	2	2	0	8	0	0	91	81	1
1H2BA	28	4	19	30	7	34	12	19	17	40	8	7	15	6	23	8	14	40	1	0	11	0	62	4	151	107	19	0	1	23	0	8	0	0	0	1	52	25	0	3	10	0	22	0	50	1	0	3	0	0	10	2	0	0	7	27	6	64	0	2	0	25	0	80	124	139	3
1H2UX	7	3	13	11	6	17	1	7	12	12	3	4	0	7	14	9	6	4	1	0	12	0	35	3	66	26	19	0	0	15	0	12	0	0	0	0	12	5	2	2	9	0	11	0	11	0	0	3	0	1	7	3	0	0	6	5	4	31	0	2	0	6	1	36	44	69	4
1H30A	33	8	22	22	15	28	12	13	12	46	8	9	21	13	29	22	21	42	6	0	9	0	66	8	178	109	30	0	3	22	0	7	0	0	0	1	51	23	3	6	16	0	32	0	58	3	0	7	0	1	14	7	0	0	5	27	4	77	1	1	0	21	0	180	31	180	2
1H31A	25	5	20	18	9	24	6	12	5	13	8	8	14	7	22	16	12	21	4	0	11	0	53	5	124	54	24	0	0	23	0	9	0	0	0	0	26	7	2	4	10	0	26	0	30	0	0	6	0	0	11	6	0	0	5	15	6	56	1	5	0	11	0	38	118	104	1
1H31B	15	2	8	10	4	14	2	8	2	7	6	4	12	4	9	4	9	14	0	0	4	0	26	2	67	35	8	0	0	17	0	1	0	0	0	0	19	8	1	1	5	0	14	0	17	1	0	1	0	0	5	1	0	0	1	7	1	27	1	1	0	8	0	4	32	102	1
1H3DA	22	5	18	24	4	20	4	22	13	41	12	7	12	9	24	17	12	15	2	0	5	0	58	5	124	90	11	0	1	18	0	13	0	0	0	1	36	27	2	4	5	0	28	0	44	2	0	2	0	0	6	2	0	0	1	24	2	52	0	2	0	15	0	77	102	109	4
1H3HA	5	0	3	6	3	5	1	0	1	7	2	3	3	0	6	4	1	5	3	0	2	0	12	0	26	14	8	0	0	4	0	3	0	0	0	0	6	3	1	0	4	0	4	0	7	0	0	2	0	0	3	2	0	0	2	3	1	11	0	0	0	3	0	25	0	35	2
1H3ZA	6	0	3	5	5	4	0	3	12	8	5	2	11	2	4	15	9	7	3	0	4	0	12	0	61	23	12	0	0	9	0	0	0	0	0	0	13	5	3	0	7	0	8	0	15	0	0	0	0	0	4	2	0	0	3	3	2	32	0	0	0	1	0	30	36	42	2
1HJSA	31	2	17	10	10	22	5	20	13	25	6	30	17	11	11	33	19	21	16	0	13	0	68	2	151	72	39	0	0	35	0	10	0	0	0	0	37	12	6	2	21	0	31	0	39	0	0	8	0	0	16	7	0	0	10	15	4	59	0	2	0	17	0	51	124	157	3
1HK6A	3	3	3	4	1	12	2	8	9	8	2	4	6	2	3	6	11	6	2	0	0	0	13	3	52	24	3	0	0	10	0	3	0	0	0	2	15	7	0	0	2	0	5	0	12	1	0	0	0	0	2	0	0	0	1	0	1	27	1	2	0	3	0	36	3	56	2
1HKFA	6	4	6	4	4	5	1	3	6	7	2	1	5	4	8	13	10	10	4	0	5	0	15	4	54	22	13	0	1	7	0	4	0	0	0	1	12	5	3	1	5	0	8	0	13	1	0	2	0	0	6	3	0	0	1	1	1	26	0	2	0	2	2	62	6	40	2
1HKUA	35	7	19	23	11	24	12	22	12	37	4	12	10	13	25	16	19	23	2	0	5	0	67	7	153	86	18	0	2	31	0	12	0	0	0	3	45	15	2	1	9	0	34	0	48	2	0	3	0	0	11	4	0	0	1	19	3	61	2	3	0	18	1	49	130	151	3
1HKVA	52	7	30	27	11	41	15	23	9	41	4	9	21	7	29	27	26	54	3	0	10	0	73	7	220	122	24	0	1	36	0	16	0	0	0	4	73	25	0	2	11	0	23	0	59	2	0	5	0	1	12	6	0	0	5	14	7	110	0	3	0	29	1	121	145	180	3
1HL6A	9	2	7	16	6	12	4	8	10	7	1	3	2	7	6	3	4	7	2	0	3	0	33	2	50	23	11	0	1	12	0	9	0	0	0	0	9	4	0	0	4	0	13	0	9	0	0	2	0	1	5	1	0	0	4	9	3	23	0	0	0	7	2	33	36	50	4
1HL8A	20	4	27	35	22	37	9	18	33	39	3	16	22	5	21	15	26	27	18	0	28	0	83	4	183	87	68	0	1	39	0	13	0	0	0	0	41	18	7	2	34	0	33	1	36	1	0	17	0	0	33	14	0	0	14	13	9	73	0	1	0	23	1	87	141	197	3
1ITPA	3	0	6	8	4	10	0	8	6	4	2	3	2	4	1	4	7	4	0	0	1	0	21	0	33	18	5	0	0	10	0	6	0	0	0	0	9	5	0	0	2	0	8	0	7	0	0	2	0	0	3	1	0	0	1	3	1	13	0	0	0	5	0	29	24	24	4
1ITQA	28	6	26	20	13	26	10	12	10	39	8	18	16	16	26	27	20	32	5	0	11	0	80	6	163	91	29	0	2	39	0	16	0	0	0	2	47	19	3	4	14	0	34	0	43	0	0	6	0	0	12	7	0	0	7	16	6	64	0	4	0	23	0	47	174	148	3
1ITXA	52	4	31	11	13	40	4	22	26	26	2	35	19	13	10	23	28	22	14	0	24	0	90	4	202	72	51	0	1	40	0	9	0	0	0	1	36	11	5	3	18	0	52	0	36	0	0	20	0	1	29	3	0	0	13	20	8	94	0	2	0	16	0	98	151	170	3
1ITYA	2	0	4	5	1	3	2	2	10	7	2	4	0	1	8	6	2	2	4	0	2	0	14	0	33	13	7	0	0	7	0	4	0	0	0	0	7	5	0	0	4	0	7	0	6	0	0	2	0	0	5	1	0	0	1	0	1	15	0	0	0	1	0	0	35	32	1
1IUFA	8	0	7	10	7	8	6	10	12	12	1	5	8	11	11	9	4	5	5	0	5	0	33	0	66	28	17	0	0	13	0	8	0	0	0	0	14	5	3	0	7	0	15	0	15	0	0	5	0	0	8	2	0	0	4	7	2	29	0	0	0	6	0	0	75	69	1
1IUJA	9	0	3	13	8	5	1	2	3	8	4	4	9	2	11	4	4	8	2	0	2	0	22	0	46	22	12	0	0	12	0	3	0	0	0	0	9	7	0	0	5	0	14	0	8	0	0	3	0	0	8	2	0	0	2	4	4	18	0	0	0	2	0	27	31	44	4
1IUKA	12	1	7	12	5	8	5	4	6	19	3	2	12	5	12	5	1	12	1	0	4	0	26	1	61	38	10	0	0	10	0	6	0	0	0	0	16	10	0	1	4	0	13	0	16	1	0	2	0	0	5	4	0	0	1	8	4	28	0	0	0	6	0	26	60	50	3
1IUNA	23	1	17	19	13	23	7	21	5	25	6	12	11	8	19	18	12	18	5	0	9	0	56	1	118	70	27	0	0	24	0	11	0	0	0	0	31	21	2	1	16	0	25	0	32	0	0	7	0	0	16	4	0	0	5	14	2	44	0	1	0	15	0	48	127	97	3
1IUYA	8	0	5	10	1	2	2	6	11	5	3	1	4	5	10	3	4	9	0	0	3	0	21	0	44	23	4	0	0	12	0	4	0	0	0	0	10	7	0	0	1	0	12	0	8	0	0	0	0	0	2	1	0	0	1	5	3	21	0	0	0	4	0	8	42	42	1
1IVNA	19	0	11	7	6	10	3	7	8	24	5	8	13	16	9	10	5	8	5	0	5	0	42	0	77	44	16	0	0	20	0	10	0	0	0	0	20	13	1	0	6	0	21	0	18	0	0	3	0	0	9	2	0	0	4	9	6	29	0	0	0	7	0	26	97	55	3
1IVZA	5	2	6	3	9	7	3	5	4	11	1	13	4	8	8	23	9	7	0	0	4	0	30	2	63	24	13	0	2	9	0	8	0	0	0	1	10	2	1	0	7	0	11	0	14	0	0	3	0	0	5	3	0	0	4	8	2	34	1	0	0	6	0	33	36	63	4
1IW2A	21	2	8	8	10	13	4	4	4	16	1	1	5	13	9	10	9	17	2	0	6	0	30	2	75	38	18	0	1	12	0	7	0	0	0	1	17	9	2	0	8	0	14	0	21	0	0	4	0	1	7	4	0	0	4	6	3	35	0	0	0	5	1	72	24	67	2
1IW7F	26	0	16	42	9	19	8	26	28	39	4	5	14	14	31	17	17	19	3	0	8	0	77	0	160	88	20	0	0	33	0	18	0	0	0	0	51	14	3	0	8	0	38	0	52	0	0	3	0	0	13	0	0	0	4	23	6	62	0	0	0	16	0	6	237	102	1
1IWGA	104	2	43	46	51	84	6	69	40	101	40	37	43	47	37	60	65	96	9	0	26	0	173	2	439	306	86	0	0	66	0	42	0	0	0	2	136	95	8	0	37	0	71	0	140	1	0	15	0	0	38	24	0	0	16	49	26	194	0	1	0	44	0	160	509	337	4
1IWPA	61	5	35	42	18	41	4	37	14	40	25	23	21	23	37	37	31	43	3	0	15	0	123	5	246	145	36	0	0	47	0	28	0	0	0	0	66	34	0	2	20	0	43	0	65	2	0	10	0	0	18	7	0	0	11	38	6	114	3	3	0	37	0	54	256	245	3
1IXCA	42	2	11	18	15	20	8	19	11	29	0	2	15	8	26	16	15	22	1	0	4	0	39	2	153	70	20	0	0	18	0	8	0	0	0	0	40	13	3	2	12	0	14	0	36	1	0	0	0	0	11	5	0	0	1	12	5	86	0	1	0	15	0	62	137	85	1
1IYJB	40	11	32	34	25	27	10	28	45	67	4	18	38	24	33	59	22	45	11	0	18	0	108	11	274	144	54	0	1	54	0	16	0	0	0	4	64	32	5	6	33	0	53	0	72	5	0	8	0	0	22	15	0	0	11	29	8	119	1	5	0	27	0	119	157	315	2
1IYXA	45	0	30	38	14	45	4	35	28	31	11	19	11	8	13	25	24	32	1	0	17	0	95	0	195	109	32	0	0	42	0	20	0	0	0	0	54	27	3	0	12	0	40	0	48	0	0	11	0	0	16	6	0	0	7	22	6	88	0	0	0	28	0	79	179	173	3
1IYZA	48	0	4	30	9	31	4	3	9	51	5	2	24	4	25	4	6	32	3	0	5	0	40	0	151	91	17	0	0	22	0	5	0	0	0	0	50	25	1	0	8	0	23	0	46	0	0	0	0	0	13	2	0	0	1	13	8	70	0	0	0	11	0	76	70	153	3
1IZCA	36	1	15	16	13	24	13	17	11	21	10	9	20	9	12	22	12	27	3	0	8	0	49	1	150	75	24	0	0	23	0	7	0	0	0	1	37	14	1	0	14	0	23	0	40	1	0	3	0	0	11	7	0	0	5	16	6	75	0	0	0	14	0	41	142	116	3
1J08A	15	4	18	23	12	13	3	18	22	17	6	4	10	9	6	9	9	18	1	0	8	0	54	4	87	59	21	0	2	21	0	12	0	0	0	0	24	17	2	2	9	0	19	0	24	0	0	4	0	0	7	3	0	0	9	15	4	32	0	2	0	14	2	55	101	69	3
1J0FA	7	1	6	8	2	8	1	5	4	9	2	4	3	8	6	8	7	7	0	0	4	0	26	1	44	23	6	0	0	10	0	7	0	0	0	0	11	3	0	0	1	0	9	0	11	0	0	2	0	0	1	2	0	0	3	7	2	21	0	1	0	7	1	17	41	42	3
1J0RB	5	0	5	12	6	5	2	5	18	19	2	2	1	6	6	6	4	7	0	0	6	0	25	0	47	33	12	0	0	12	0	5	0	0	0	0	13	9	0	0	6	0	8	0	13	0	0	2	0	0	3	5	0	0	4	6	3	19	0	0	0	8	0	14	68	35	1
1J0SA	3	4	15	12	11	6	1	14	14	11	6	9	6	6	8	15	6	6	0	0	4	0	42	4	59	37	15	0	3	16	0	13	0	0	0	0	16	8	3	3	5	0	18	0	18	0	0	4	0	0	3	7	0	0	1	6	3	19	1	1	0	8	0	77	3	77	2
1J1IA	22	1	17	15	11	26	9	17	12	20	9	9	8	6	14	10	13	24	4	0	11	0	47	1	114	70	26	0	0	18	0	8	0	0	0	0	27	24	1	1	12	0	24	0	30	0	0	3	0	0	15	1	0	0	9	18	10	49	0	1	0	6	0	50	116	92	3
1J1VA	8	1	6	7	2	3	4	7	7	9	0	3	2	3	9	8	6	5	0	0	2	0	19	1	47	21	4	0	0	12	0	4	0	0	0	0	15	3	1	1	3	0	6	0	10	0	0	0	0	0	1	0	0	0	2	3	0	22	0	1	0	7	0	0	70	22	1
1J2BA	44	3	29	58	25	34	10	41	44	50	16	14	31	12	48	28	20	44	3	0	22	0	113	3	259	151	50	0	0	43	0	23	0	0	0	1	65	37	1	2	29	0	45	0	70	0	0	12	0	0	27	13	0	0	9	35	8	117	0	3	0	35	0	124	250	202	3
1J2EA	35	12	44	40	31	40	19	47	37	55	14	39	27	30	30	64	45	44	20	0	56	0	153	12	297	160	107	0	4	51	0	38	0	0	0	3	69	31	12	6	47	0	53	0	71	2	0	23	0	2	44	21	0	0	28	36	25	124	3	4	0	31	0	273	136	320	3
1J2YA	13	1	6	12	8	15	4	17	7	12	10	11	5	9	4	5	6	9	0	0	4	0	38	1	59	48	12	0	0	15	0	5	0	0	0	0	17	17	1	1	5	0	15	0	16	0	0	5	0	0	6	1	0	0	4	13	1	21	0	1	0	13	0	28	69	61	3
1J3TA	3	1	2	5	3	10	3	4	6	4	0	4	3	3	1	11	2	4	4	0	1	0	14	1	39	12	8	0	0	5	0	6	0	0	0	1	5	3	3	0	4	0	3	0	5	0	0	0	0	0	3	0	0	0	2	3	1	25	0	1	0	3	0	24	3	47	2
1J5QA	39	3	16	14	21	33	4	21	13	34	5	33	16	24	18	22	43	23	4	0	27	0	87	3	188	83	52	0	1	32	0	17	0	0	0	0	35	14	8	3	23	0	34	0	42	0	0	12	0	0	18	9	0	0	17	25	9	93	0	2	0	18	0	157	73	183	2
1J5SA	26	3	29	42	21	26	16	19	32	44	14	20	19	6	26	21	24	34	13	0	16	0	97	3	190	111	50	0	0	44	0	19	0	0	0	1	51	21	5	2	16	0	43	0	47	1	0	11	0	0	20	15	0	0	10	23	17	77	0	2	0	25	0	35	254	162	3
1J5TA	22	1	17	22	9	9	6	22	17	22	5	7	8	3	17	13	8	19	2	0	4	0	49	1	100	68	15	0	0	24	0	8	0	0	0	0	30	21	2	1	4	0	20	0	25	0	0	4	0	0	6	4	0	0	3	13	5	44	0	1	0	17	0	39	95	99	3
1J5YA	9	1	4	23	2	13	4	14	11	18	0	3	6	4	13	11	6	21	0	0	4	0	34	1	73	53	6	0	0	14	0	10	0	0	0	1	26	16	0	0	1	0	10	0	19	1	0	1	0	0	5	1	0	0	0	9	4	35	0	0	0	13	0	42	75	50	1
1J6OA	15	2	16	29	16	13	13	15	19	22	0	10	13	5	13	13	9	28	1	0	7	0	60	2	108	65	24	0	0	24	0	13	0	0	0	0	30	13	1	0	8	0	23	0	27	0	0	4	0	0	13	3	0	0	7	19	10	44	1	2	0	15	1	40	125	94	3
1J6PA	28	4	22	36	22	32	14	23	24	45	0	21	15	7	16	19	17	28	6	0	13	0	86	4	165	96	41	0	0	32	0	18	0	0	0	1	44	17	7	2	14	0	34	0	45	3	0	12	0	0	14	10	0	0	10	24	8	71	1	1	0	23	0	80	134	178	3
1KQ8A	4	1	4	2	4	6	1	4	3	8	3	6	4	0	7	5	3	3	3	0	4	0	12	1	33	18	11	0	0	6	0	3	0	0	0	0	11	4	2	0	5	0	4	0	8	0	0	0	0	1	5	0	0	0	2	3	4	13	1	0	0	2	0	8	34	33	1
1KQFB	26	17	18	20	7	25	9	19	20	17	5	11	15	9	10	13	13	21	4	0	10	0	58	17	131	62	21	0	2	23	0	17	0	0	0	1	34	10	0	14	10	0	21	0	27	8	0	6	0	0	9	7	0	0	5	10	4	58	1	7	0	13	1	52	91	146	4
1KR4A	7	1	1	17	6	5	2	8	10	13	0	4	3	1	5	4	6	4	4	0	6	0	23	1	42	25	16	0	0	8	0	6	0	0	0	0	9	7	3	1	7	0	8	0	11	0	0	5	0	1	4	5	0	0	3	4	1	17	0	0	0	6	0	42	35	30	4
1KR7A	21	2	7	3	5	12	6	4	9	8	1	6	2	3	2	6	2	6	1	0	4	0	19	2	60	19	10	0	0	8	0	4	0	0	0	0	9	3	1	2	6	0	6	0	9	1	0	2	0	0	3	1	0	0	5	5	1	38	0	1	0	4	0	0	84	26	1
1KRHA	23	10	20	24	18	27	8	13	10	27	7	11	16	25	15	21	20	27	3	0	12	0	80	10	140	74	33	0	3	35	0	13	0	0	0	3	35	11	2	2	8	0	35	0	30	1	0	8	0	0	18	4	0	0	9	21	14	55	4	6	0	18	1	119	82	136	4
1KS2A	24	1	14	11	5	26	4	20	13	16	0	7	8	8	6	10	11	24	1	0	3	0	40	1	102	60	9	0	0	20	0	6	0	0	0	1	31	12	0	0	4	0	18	0	29	1	0	1	0	0	4	3	0	0	2	13	4	48	0	0	0	14	0	51	70	91	4
1KSFX	66	3	41	57	27	46	19	44	42	76	14	31	22	32	48	36	36	60	3	0	11	0	161	3	315	194	41	0	0	65	0	33	0	0	0	1	81	50	1	1	17	0	67	0	82	0	0	12	0	0	20	11	0	0	9	51	11	147	1	3	0	50	0	83	363	268	3
1KSHB	6	1	6	15	11	7	1	7	11	14	3	6	4	5	9	10	8	11	4	0	2	0	32	1	56	35	17	0	0	12	0	7	0	0	0	0	12	10	5	1	5	0	12	0	13	0	0	4	0	0	5	3	0	0	4	9	3	25	0	1	0	9	0	78	17	46	2
1KTBA	29	9	26	17	14	34	3	25	14	37	14	15	23	19	26	22	16	17	12	0	16	0	77	9	167	93	42	0	2	29	0	18	0	0	0	2	37	24	4	4	25	0	29	0	41	1	0	7	0	2	20	9	0	0	7	21	6	72	3	4	0	20	0	89	131	168	3
1KTJA	11	6	9	8	2	8	5	11	14	5	2	6	8	4	2	4	5	15	1	0	3	0	27	6	57	33	6	0	0	11	0	5	0	0	0	0	17	8	0	5	1	0	9	0	13	1	0	4	0	0	4	1	0	0	1	7	1	24	1	5	0	10	0	65	3	61	2
1KTKC	5	1	20	10	11	11	6	21	21	13	3	16	4	7	7	16	12	7	0	0	17	0	53	1	82	44	28	0	0	21	0	11	0	0	0	0	13	8	2	0	13	0	18	0	13	0	0	6	0	0	10	9	0	0	7	14	7	37	1	1	0	16	0	74	37	97	2
1KTKE	21	4	11	16	12	13	7	6	11	19	3	7	13	14	11	28	20	18	6	0	7	0	48	4	124	46	25	0	1	24	0	10	0	0	0	2	24	9	8	1	10	0	23	0	26	1	0	4	0	0	9	2	0	0	6	9	3	64	1	2	0	7	0	79	0	168	2
1KU0A	34	2	21	21	16	39	12	13	11	36	6	21	19	8	27	25	24	24	9	0	20	0	71	2	191	79	45	0	1	29	0	13	0	0	0	1	39	18	6	1	21	0	35	0	39	0	0	11	0	0	27	4	0	0	8	17	7	94	0	1	0	15	0	53	158	177	3
1KV3A	38	19	36	51	23	48	12	32	32	64	10	33	32	25	37	37	34	54	13	0	21	0	145	19	270	160	57	0	2	62	0	33	0	0	0	5	71	40	2	5	21	0	68	1	73	4	0	14	0	2	29	11	0	0	13	33	18	100	6	10	0	25	2	250	109	292	2
1KV7A	37	3	29	20	15	45	18	21	22	48	23	18	33	21	17	17	26	34	8	0	8	0	88	3	215	126	31	0	1	36	0	14	0	0	0	0	58	35	2	3	16	0	42	0	61	0	0	9	0	1	18	4	0	0	6	28	4	97	0	1	0	26	0	196	53	214	2
1KV8B	30	4	16	13	6	17	3	18	10	17	4	4	5	9	12	8	11	18	6	0	4	0	42	4	96	57	16	0	0	21	0	6	0	0	0	3	29	9	1	0	9	0	17	1	30	1	0	4	0	1	5	5	0	0	4	11	2	39	0	1	0	15	0	43	111	61	3
1KV9A	74	4	37	33	20	71	11	22	35	50	15	18	43	29	31	35	38	50	21	0	27	0	117	4	338	137	68	0	1	56	0	16	0	0	0	1	71	26	5	1	28	0	62	1	71	0	0	22	0	0	35	17	0	0	11	22	12	174	0	2	0	28	1	213	110	341	1
1KWGA	76	6	23	58	33	53	15	9	13	76	7	8	55	18	57	24	19	45	22	0	27	0	107	6	312	137	82	0	1	48	0	19	0	0	0	1	70	27	8	3	45	0	54	0	73	0	0	13	0	3	47	13	0	0	11	26	14	141	0	2	0	22	2	125	235	284	3
1KXLA	7	5	10	13	17	8	2	15	15	14	6	12	6	8	12	13	6	7	0	0	11	0	43	5	69	42	28	0	3	11	0	10	0	0	0	1	17	7	3	1	9	0	17	0	23	0	0	10	0	0	11	7	0	0	7	9	5	23	2	2	0	7	1	39	49	99	2
1KY4A	40	9	24	27	12	37	14	32	29	39	16	21	16	11	15	13	23	32	6	0	12	0	83	9	187	119	30	0	2	34	0	17	0	0	0	1	58	26	0	7	17	0	33	0	51	3	0	4	0	0	20	8	0	0	2	26	7	75	0	4	0	31	1	69	199	160	3
1KY6A	11	5	10	13	19	16	2	15	13	26	4	18	12	23	10	13	19	14	1	0	3	0	64	5	96	59	23	0	1	25	0	15	0	0	0	3	22	10	3	1	11	0	18	0	22	2	0	4	0	0	6	5	0	0	9	19	4	42	1	2	0	21	0	107	50	90	2
